2901,拉萨市,154,1,0,0
2902,那曲地区,154,1,0,0
2903,昌都地区,154,1,0,0
2904,林芝地区,154,1,0,0
2905,山南地区,154,1,0,0
3001,成都市,151,1,0,0
3003,彭州市,3001,1,1,1
3004,都江堰市,3001,1,1,1
3005,德阳市,151,1,0,0
3006,西昌市,15121,1,0,0
3007,绵阳市,151,1,0,0
3008,南充市,151,1,0,0
3009,泸州市,151,1,0,0
3010,自贡市,151,1,0,0
3011,峨眉山市,3012,1,1,1
3012,乐山市,151,1,0,0
3013,广元市,151,1,0,0
3014,成都郊区,3001,0,0,0
3101,西宁市,163,1,0,0
3102,海东地区,163,1,0,0
3103,海北州,163,1,0,0
3104,海南州,163,1,0,0
3105,黄南州,163,1,0,0
3401,澳门特别行政区,173,1,0,0
3501,台北市,171,1,0,0
3502,高雄市,171,1,0,0
3503,台中市,171,1,0,0
3505,基隆市,171,0,0,0
3506,新竹市,171,1,0,0
3507,桃园县,171,1,0,0
3508,彰化县,171,1,0,0
3509,嘉义市,171,1,0,0
3510,南投县,171,1,0,0
9000,中国,-1,1,0,0
10101,美国,-1,1,0,0
10202,英国,-1,1,0,0
10303,日本,-1,1,0,0
10404,法国,-1,1,0,0
10505,德国,-1,1,0,0
10606,印度,-1,1,0,0
10707,巴西,-1,1,0,0
10808,韩国,-1,1,0,0
10909,澳大利亚,-1,1,0,0
11010,加拿大,-1,1,0,0
11109,门头沟区,1,1,1,1
11110,房山区,1,1,1,1
11111,捷克,-1,1,0,0
11212,墨西哥,-1,1,0,0
11311,衡水市,113,1,0,0
11313,挪威,-1,1,0,0
11410,吕梁市,114,1,0,0
11414,瑞典,-1,1,0,0
11505,鄂尔多斯市,115,1,0,0
11506,呼伦贝尔市,115,1,0,0
11507,巴彦淖尔市,115,1,0,0
11508,乌兰察布市,115,1,0,0
11509,兴安盟,115,1,0,0
11510,锡林郭勒盟,115,1,0,0
11511,阿拉善盟,115,1,0,0
11515,西班牙,-1,1,0,0
11616,意大利,-1,1,0,0
11717,阿根廷,-1,1,0,0
11818,秘鲁,-1,1,0,0
11919,奥地利,-1,1,0,0
12020,埃及,-1,1,0,0
12121,荷兰,-1,1,0,0
12204,辽源市,122,1,0,0
12206,白山市,122,1,0,0
12209,延边州,122,1,0,0
12222,菲律宾,-1,1,0,0
12305,双鸭山市,123,1,0,0
12309,七台河市,123,1,0,0
12312,绥化市,123,1,0,0
12313,大兴安岭地区,123,1,0,0
12323,芬兰,-1,1,0,0
12424,关岛,-1,1,0,0
12525,爱尔兰,-1,1,0,0
12626,牙买加,-1,1,0,0
12727,新西兰,-1,1,0,0
12828,巴拿马,-1,1,0,0
12929,葡萄牙,-1,1,0,0
13030,罗马尼亚,-1,1,0,0
13131,新加坡,-1,1,0,0
13209,盐城市,132,1,0,0
13232,南非,-1,1,0,0
13333,斯里兰卡,-1,1,0,0
13434,泰国,-1,1,0,0
13535,比利时,-1,1,0,0
13636,马来西亚,-1,1,0,0
13704,枣庄市,137,1,0,0
13710,济宁市,137,1,0,0
13711,泰安市,137,1,0,0
13718,菏泽市,137,1,0,0
13737,瑞士,-1,1,0,0
13838,塞浦路斯,-1,1,0,0
13939,坦桑尼亚,-1,1,0,0
14040,乌克兰,-1,1,0,0
14116,周口市,141,1,0,0
14118,济源市,141,1,1,1
14141,匈牙利,-1,1,0,0
14212,随州市,142,1,0,0
14213,恩施州,142,1,0,0
14215,潜江市,142,1,1,1
14216,天门市,142,1,1,1
14217,神农架林区,142,1,0,0
14242,越南,-1,1,0,0
14311,永州市,143,1,0,0
14314,湘西州,143,1,0,0
14343,希腊,-1,1,0,0
14444,丹麦,-1,1,0,0
14506,防城港市,145,1,0,0
14508,贵港市,145,1,0,0
14510,百色市,145,1,0,0
14511,贺州市,145,1,0,0
14512,河池市,145,1,0,0
14513,来宾市,145,1,0,0
14514,崇左市,145,1,0,0
14545,蒙古,-1,1,0,0
14606,五指山市,146,1,0,0
14607,东方市,146,1,0,0
14608,儋州市,146,1,0,0
14609,临高县,146,1,0,0
14610,澄迈县,146,1,0,0
14611,定安县,146,1,0,0
14612,屯昌县,146,1,0,0
14613,昌江县,146,1,0,0
14614,白沙县,146,1,0,0
14615,琼中县,146,1,0,0
14616,陵水县,146,1,0,0
14617,保亭县,146,1,0,0
14618,乐东县,146,1,0,0
14619,中沙群岛办事处(县级),146,1,0,0
14646,印度尼西亚,-1,1,0,0
